user,bot
🎈🍑,چه‌قدبزرگ‌زیرش‌میشم
سلم,مرسی ویو
Slm,اهوم
🤚,مرسی اصل
🚶‍♀,مثلا چی🚶‍♀
حــوصــلــم  ســررفــتــه,برسونمت
ماهم بابک,رفــتــه  دیــگــه  گــوش  نــمــیــڪــنــه
سلام,خوشم
ووووووے  18,علیک خوبی
🤪🤪,رل داری؟
😔,خش
we are too good at hiding our feelings and pretend like nothing!\n\nشاید ما تو پنهون کردن احساساتمون و تظاهر به اینکه چیزی نشده، خوبیم!\n\n🥀,چیشده
دلــمــ💔,هانیه ۲۱
همــه  دهه  70\n80,شــڪــســتــه
بزنم‌نفت‌دربیاد,خوبه پس😁
"این روزامون به قدری سیاه و غمگینه که آدم باید این شعر سعدى رو مدام با خودش بگه:\n\""از چه میترسى دگر بعد از سیاهى رنگ نیست\""",✋☺️
مه‌مه‌اوووف چه بزرگ‌بود,کجاشی
🚶🏿‍♂🕷,گازنیگری
سلام,نــمــیــشــه
🚶🚶,خوبه
سلام,سعلام
سیلام😕😕😕😕,خواب
🚶🏻,سعلام
حصلم رف🌵,۱۸ مشد\nشما...؟
‌\nکسی رو قضاوت نکنید، فقط برای اینکه گناهانش با گناه های شما فرق داره..*))\n‌‌‌,😔😔😔😔
فدا سرت عشقم😂,اره مال منم دوتاس😂😂
😂,میشه ادرس ندی به کسی😊
سلام,مامانت کاری نداره با بابات🧐😂
کجارفتی,ن باو😂
خب جومونگ تموم رف,چراحوصله‌نداری
جوری باشیم توخیابون ک دیدنمون \nنگن اااااای یاروخیلی بیناموس حرومزاده ی,خا بعدش مختار ببین
🍑,نه خوشم نمیه
زیدا کجایین بیاین,ارع
🚶🚶🚶,تو میخاری نه؟😕😐😂
چخبر,بیا
افسون,کسکش تو کی😂
استيکر قفله😐,چرا خوب نیستی
نورا,خا خوبع
🚶‍♂,🤷‍♀
سلام,حالم به هم
س,و شما
از کرونا چخبر,بچه پایینم
سلام,خوب خودت بیا
خب کسکشا انقد پی نرین ریدن مگه,فدات اصل لطف میکنی
بچه اینجا دختر نیست با من دوس بشه,ازبیکاری داره راه میره
🚶‍♀🚶‍♀🚶‍♀,امیر از مشهد
استیکم پاک رف😒,من با ي دکمه اسپم شوت شون مکنم 😹
سلام😬,پسری در پوست دختر
➖🍇⃤-- Love of God is better than fear of God.\n    \n    عشق ورزیدن به خدا بهتر از ترسيدن از خداست!  ♥️,دستم حصله ندره
🚶🚶🚶,خلاصه گفتم دگ😂
😐😐,😶نمم
پری کسکش😂,نه
یه خوش آمدی چیزی بد نیستا 😒🚶‍♀,اوچجوریه
‌‌‌\nمثه برگای درختای پاییزی ریخت،روزای خوبمون):\n‌‌‌,او بعد ختنس😂😂😂
🚶🏻,والا من شنیدم دختر 16ساله خونه شوهر رفته
رویا,یه زحمتی بکشیددربیاریدازبلاک
🚶🚶,کیو؟
من شنیدم دختر شیش ماهه تجاوز شده بهش 😐,دوست من🤦‍♀
رویا,بله
چی شری تف دادن🤦‍♂,😶
☹️,یا ابلفض
وخزن یره قنبلا,🚶🏻‍♂‌
سلام,اوووووو چ خبره
🚶‍♂,پسره ۲۸ سال🤦‍♀
اینا همش اثرات بی شوهریه ها,مهم نیست خودتودرگیرش نکن
سلام,بالشت 😜
سلام,تو هم شوهر داری😳
تا منو ندزدیدن یکیتون منو بگیره😂,عع نعع باو
سلام🚶🏿‍♀,گفتی بله😑
اینکه وقتی تنها و غمگینی دلتنگ کسی بشی طبیعیه، ولی وقتی که سرت شلوغه و درحال تفریحی، دلتنگ کسی بشی علاقه واقعیه.,خوبی
🙄🙄,دوست دگم با ۱۵ سال سن. دوبار طلاق😶
متاهلم ۲۲\n\nخانوم مطلقه یا بیوه بالای ۲۰ جهت ازدواج موقت دایم لطفا پی وی,انا
رویا,کسافت😂
رویا,😱🏃
اووووف,شوهر میخوای😳
سلام دوستان,🤕🤕😂
سلام,پس عادیه ولش من فکر کردم 16سالته که اینجوری میگی
نسرین ۳۰ خوزستانی الان مشهد,چی😳
سلام گندتون اومد😐,اووم
آدم کم پیداس,بله
🚶🏿‍♀,😂😂😂😂
🧑🏾‍🦯🐕,خوشت آمد
سلام 😐,نه نمیری تو روزی پنجاه بار میری پی دخترا عنتر😐
ببین ازت دارم فقط یک سوال😕,تو مگه هم سن منی که اینجوری حرف میزنی
سلام,حله داداچ
نورا,👍👍
هرکش شارژ خواست اسم سیمکارتشو بفرسته براش شارژ بزنم,به تخم چپ اسب حضرت عباس😑
س,اوخی 18 سالته
هرکش شارژ خواست اسم سیمکارتشو بفرسته براش شارژ بزنم,عع من هم🤔
🚶🏿‍♀,بگوز تا نده
یااونکه نشسته اونورگودومیگ\nبکن لنگش,خواهش کوشولو🥺
هرکش شارژ خواست اسم سیمکارتشو بفرسته براش شارژ بزنم,فروردینم
س,💩
سلام چقد شلوغه جاننننم,جاان ی ماه دگ
خودمم یادم رفته چی هستم فکرکنم شدم ربات 😂😂😂ولی دیگه خیلی راحت شدم همه فکرمیکنن رباتم,اله🥺
سلام,عملی نشون بده
خوبین,یکی از هوبیات رو بگو
سلام بکنمتون,ایول😁😁
سلام,دکتری؟
😐,مهلا 24  مشهد
🤔,خوشبختم
🚶‍♂🚶‍♂,به مهلاخانوم
اه حوصلع فردارو دگه ندارم🚶🏿‍♀,نه خیلی هم خوبه
سلام,اوخی🥺😂
پری \nنورا \nای لاشی بندازن بیرون وگرنه زنده مردش آباد مکنم,😂😂😂
سلام,سلام
😐😂,تو لباسام
🚶‍♀🚶‍♀🚶‍♀❤️,مریم
😕,اکانت دگت کدوم😂
صلام🚶‍♀💔,همو کسکش
🚶‍♀🚶‍♀🚶‍♀❤️,ماشاالله همه کاری شدن تو این گپ سلامتی باشه
فقط حرف از کص کون کیر ...واوووو😂😂,😂😂
🚶‍♂🚶‍♂🚶‍♂,والا دستتون رو شده😂
😐😐😐,😂سلامتی هس جای شما خالیه
خدافظ🖐🏿🚶🏿‍♀,کجا فاطی 😐
سلام,با اکانت خودت ییا
😂😂😂,بیخیال دادا
🚶‍♀🚶‍♀🚶‍♀❤️,خوش
رل چش نارنجی پی🚶‍♀,والا ببین از خود گذشتگی رو
سلام گلای تو خونه,قربانت تو خوبی
🚶‍♀🚶‍♀🚶‍♀🚶‍♀,عسلم
من برم بیرون بعد میام,پی وی نگاه
طرقبه نبود 🚶‍♂🚶‍♂🚶‍♂🚶‍♂,کجا مری
اصلااا مگ داریممم قشنگگ تر از داشتنت هم تو میدونی هم من چ خوبعع دوس داشتنت ..,🕹🕹🕹🕹
صلام,🤦‍♀چی فکر کردی مگ
به یُمن قدوم بانوی کیر ماهی به همتون نفری یه شارژ هزاری میفرستم😐❤️,ایشالا
منی ک دارم هواتوو بشم قربون خنده هاتووو,0933845......
🧸🚶‍♀,یه چن تا هم برامن نگه دار فدامن بشن 😐
🚶🚶🚶,قربوست تو چطوری؟
خودت بمیر😐😂,فدای من هر سه تا سعیده به اضافه نورا وسارا بقیه فدای تو مریم سمانه فاطمه سحر وبقیه
🚶‍♂🚶‍♂,خوبی
میخوام یه عکس جدید از خودم بزارم پروف چاقو دستتان نباشه,ها😂😂😂😂😂
خوبین,جیگررم چطوری
یه رل چش بادومی بیاد پی,سلام
سلام,همچین میگی رل جدیدت انگار من پنجاه تا رل دارم😐
ایدی اینستات؟,سه ماهه اینجام😑
😕,بیا پی بدم بت
👨‍🦯👨‍🦯👨‍🦯👨‍🦯,چی
سلام,خلاصه گفتوم
🚶,چ دافی🥺😂🚶
سلام کردیما,سلام
یه رل چش بادومی بیاد پی,😒😒 ینی میدونسی سحرم؟
رل با کارت سوخت بیاد 🚶‍♂🚶‍♂🚶‍♂🚶‍♂,هچ ولش
منی ک دارم هواتو,من عضو معمولی گپم حمید مدیر اصلی گپه خیلی تحویلت گرفتم خو😂😂
برم قربوووون خنده هاتو,کوفت بدو بیا
کی هوا منو داره,اهوم و دقیقاً هم منظورم تو بودی😑😂😂
چت خوش همگی 👋,ها سحر تبر که مگن تویی
هههههه,جوووون😍
🚶,😂😂😂ممنون عشقوم کجاس حالا پامو بذارم رو چشاش
🚶‍♀🚶‍♀🚶‍♀,😍😍😍زندگی
بــچــه  ها  بــیــرون  نــمــیــایــیــن,😐😑😑قضیه چی بود اصن
🚶🏻‍♀🚶🏻‍♀,ده بار بهت مگوم به روم نیار بدتر ریپ مزنوم چون ای حرفه زدی
رفــتــیــمــا,من دور برم دیونه زیاده تو عاقلم باش🤣🤣
🚶🏻‍♀🥀,بچشوشش
بــیــایــن  عــبــادے,صد البته
یکی بیاد منم ببره وگرنه خودم میرما,خب مگه نمیخوای بری طرقبه باید بیایی صدمتری دیگه از در خونتون سوار بشی باید حتماً😕
🧸🚶‍♀,بــبــیــنــیــم  چــنــد  نــفــرمــیــشــیــم
صلام 😹,🥀🚶🏻‍♀
بــیــا  ازت  یــه  ســوال  دارم,جوعنم 😹
یلام,🚶🏻‍♀
سلام,کجا
صلام 😹🚶‍♀,جواد همو که زد کنج لبات؟😐😂
🚶,نــه  بــابــا  جــدے  اگــه  دخــیــام  تــڪــمــیــل  بــشــن  مــیــریــم
یه رل بیاد پی وی قران بخونیم,خوش اطراف
پــســرا  همــه  پــایــه  ان  دخــیــا  نــیــســتــن,🙏🌸
🥀🚶🏻‍♀,گوش مخملیع خوبی گیرت اومده سفت بچسبش😐🖐😂
کجا مخه برین مویم میام,جوووون عسلم
😕😐,توپسری
الــان  مــگــه  چــشــه,عالیه
خخ,خو بیا با هم بریم
😕😐,خــب  پ  بــمــیــر
🚶,وخه بیا دنبالوم
چخبرههه,فدام شی
کسی میخادتوکار ارز وبیت کوین باشه🤔,اگــه  الــان  نــیــومــدن  فــردا  مــیــریــم
س  11مــیــریــم  نــهار,گوخوردوم نیا😂
😕😐,تــیــڪــه  تــیــڪــه  بــشــے  واســم
😂,😂😂😂😂
😂😐,شتر بیند در خواب پنبه دانه
هرڪــے  پــایــه  بــود  خــبــربــده,ایول سمته کجا؟
😕😐,🖖
یه رل بی سواد بیاد پی,بریم
‏مگه میشه حرفای بدی زد، ولی آدم بدی نبود، مثل اينكه بگي ميشه با همه باشي ولي ادم خرابي نباشي,من
هرکی خواست بره بگه نیسان ره بیارم برزین بالاش کیف کنین😂😂😂😂😂😂😂,مرض داری
😕😒,😂😂نوچ
😂😐,والا کاری نمکنی
ی کوسکش شماره منو پخش کرده,فدام تو خوبی
😐😐😐,بیا خودوم کوک بزنوم
افسرده گپ باز امد,ن تو گشادتر مکنی ببینیش😂😂😂😂😂
😂😂😂,سوغاتی هات کو \nبعدش زنگ زد یکی فحش دادمش والا نمیدونم کی بود
🚶‍♂💨🚶‍♀,خودش فهمید کیو گفتوم
دیگه امیر نیس بهت شارژ بده خخخ,پ همونجا زورت مکنم😂😂😂😂
😐‌,من🙈🙈
باتویم,من
😒😒😒😒,نریپ
خار داشت ؟!😐🚶‍♀,دهنت تو هنو تو گپی
برو ببند,پسرت؟ 😐🚶‍♀
🚶‍♂🚶‍♂,بیا پی
🚶‍♂🐕,ban
سیلام,جان😳😂
🚶‍♂,پسروم
سلام,سلام
ابولی,ن ساعت ۳ ببعد مخوابم😂😂😂😂
هرچقدر به آدمها نزدیک میشی به این درک میرسی که آدما از دور قشنگ‌ترن,😕😕😕😕
😂😂😂,افسون
🚶🚶🚶🖤,بادومی جواب نداد..؟؟🤦‍♀😂
🧸🚶‍♀,بقیش
سحر چطوری,بقیه نداره
باز این اومد🚶‍♀,به چه قشنگ😊😊
خوب چخبر,کی من😂
🚶🚶,چته
بعضیا رو محل خر نمیدی نمدنم برچی فاز میگیرن,ن
سلامتی ت چخبر,دخترم😑🚶‍♀😐
سلام,خوبم
هیچ از ارایشگاه اومدم,اره
🚶‍♂💨🚶‍♀,سلام خوبی
اها خسته نباشی,ن پسروم
سلام,ن دگ🤦‍♀😂
رل با چادر ملی پی وی,اصل بده
یکی نیست بهشا بگه اگ مخاس هم سال تو جمع کنم الان تو تویله ما پر بود,😐🚶‍♀فازت چیع؟
